BAIT	IP_Sample_ID	Rank	Uniq_Pep	Acc__	Num_Unique	X__Cov	Best_Disc_Score	Best_Expect_Val	Protein_MW	Species	Protein_Name
negative_strep	JKIP34-4	[16]		P05141	5	12.8	3.85	2.10E-07	32852.5	HOMO SAPIENS	ADT2_HUMAN ADP/ATP translocase 2
negative_strep	JKIP34-4	[16-1]	1	P12236	4	8.4	1.45	6.70E-05	32866.6	HOMO SAPIENS	ADT3_HUMAN ADP/ATP translocase 3
negative_strep	JKIP34-4	[17]		P0C0S8	4	35.4	4.94	3.50E-08	14091.6	HOMO SAPIENS	H2A1_HUMAN Histone H2A type 1
negative_strep	JKIP34-4	[18]		P62805	5	50.5	2.64	8.40E-05	11367.4	HOMO SAPIENS	H4_HUMAN Histone H4
negative_strep	JKIP34-4	[19]		Q3MHD2	3	23.1	4.56	2.30E-08	21700.9	HOMO SAPIENS	LSM12_HUMAN Protein LSM12 homolog
negative_strep	JKIP34-4	[20]		P62269	4	27	2.79	8.60E-05	17718.8	HOMO SAPIENS	RS18_HUMAN 40S ribosomal protein S18
negative_strep	JKIP34-4	[21]		P05388	5	23.3	2.84	1.80E-06	34273.8	HOMO SAPIENS	RLA0_HUMAN 60S acidic ribosomal protein P0
negative_strep	JKIP34-4	[22]		P22061	4	30.4	2.65	1.30E-04	24636.6	HOMO SAPIENS	PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase
negative_strep	JKIP34-4	[23]		P35527	3	6.1	3.63	3.90E-07	62064.8	HOMO SAPIENS	"K1C9_HUMAN Keratin, type I cytoskeletal 9"
negative_strep	JKIP34-4	[24]		P05387	2	27	4.41	1.50E-07	11665	HOMO SAPIENS	RLA2_HUMAN 60S acidic ribosomal protein P2
negative_strep	JKIP34-4	[25]		P09651	2	9.1	4.85	7.40E-08	38746.9	HOMO SAPIENS	ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1
negative_strep	JKIP34-4	[26]		P25398	1	17.4	6.87	4.10E-11	14515.1	HOMO SAPIENS	RS12_HUMAN 40S ribosomal protein S12
negative_strep	JKIP34-4	[27]		P68104	3	13.2	2.6	3.00E-05	50141.3	HOMO SAPIENS	EF1A1_HUMAN Elongation factor 1-alpha 1
negative_strep	JKIP34-4	[28]		Q7Z417	3	7.5	2.66	8.80E-06	76121.7	HOMO SAPIENS	NUFP2_HUMAN Nuclear fragile X mental retardation-interacting protein 2
negative_strep	JKIP34-4	[29]		P62913	2	15.2	3.52	1.20E-06	20252.6	HOMO SAPIENS	RL11_HUMAN 60S ribosomal protein L11
negative_strep	JKIP34-4	[30]		P22626	4	11.6	1.87	1.40E-04	37430	HOMO SAPIENS	ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1
negative_strep	JKIP34-4	[31]		P39019	3	20	2	3.60E-04	16060.6	HOMO SAPIENS	RS19_HUMAN 40S ribosomal protein S19
negative_strep	JKIP34-4	[32]		P07437	4	10.1	1.98	2.60E-05	49671.3	HOMO SAPIENS	TBB5_HUMAN Tubulin beta chain
negative_strep	JKIP34-4	[33]		Q15428	2	5.2	3.49	2.70E-07	49256	HOMO SAPIENS	SF3A2_HUMAN Splicing factor 3A subunit 2
negative_strep	JKIP34-4	[34]		P26196	5	18	1.95	9.60E-06	54417.3	HOMO SAPIENS	DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6
negative_strep	JKIP34-4	[35]		P62841	1	13.1	5.14	2.70E-09	17040.3	HOMO SAPIENS	RS15_HUMAN 40S ribosomal protein S15
negative_strep	JKIP34-4	[36]		P62701	2	6.5	3.11	4.40E-06	29598	HOMO SAPIENS	"RS4X_HUMAN 40S ribosomal protein S4, X isoform"
negative_strep	JKIP34-4	[37]		P68363	3	11.5	1.87	1.10E-04	50152.1	HOMO SAPIENS	TBA1B_HUMAN Tubulin alpha-1B chain
negative_strep	JKIP34-4	[38]		P10809	3	5.2	2.02	1.20E-04	61055.2	HOMO SAPIENS	"CH60_HUMAN 60 kDa heat shock protein, mitochondrial"
negative_strep	JKIP34-4	[39]		P05386	2	51.8	2.28	1.50E-05	11514	HOMO SAPIENS	RLA1_HUMAN 60S acidic ribosomal protein P1
negative_strep	JKIP34-4	[40]		Q86U42	1	5.6	3.25	1.20E-06	32749.3	HOMO SAPIENS	PABP2_HUMAN Polyadenylate-binding protein 2
negative_strep	JKIP34-4	[41]		P07910	2	7.5	1.76	3.90E-04	33670.3	HOMO SAPIENS	HNRPC_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2
negative_strep	JKIP34-4	[42]		P62888	4	39.1	0.92	0.0031	12784.2	HOMO SAPIENS	RL30_HUMAN 60S ribosomal protein L30
negative_strep	JKIP34-4	[43]		P38159	3	6.4	1.52	1.00E-04	42332.2	HOMO SAPIENS	"RBMX_HUMAN RNA-binding motif protein, X chromosome"
negative_strep	JKIP34-4	[44]		P62917	1	4.3	2.77	4.90E-06	28024.9	HOMO SAPIENS	RL8_HUMAN 60S ribosomal protein L8
negative_strep	JKIP34-4	[45]		P62263	1	7.3	2.7	2.50E-05	16272.9	HOMO SAPIENS	RS14_HUMAN 40S ribosomal protein S14
negative_strep	JKIP34-4	[46]		Q13011	2	5.8	1.36	0.0016	35816.5	HOMO SAPIENS	"ECH1_HUMAN Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial"
negative_strep	JKIP34-4	[47]		P84090	1	11.5	2.52	3.10E-06	12259.1	HOMO SAPIENS	ERH_HUMAN Enhancer of rudimentary homolog
negative_strep	JKIP34-4	[48]		P61247	2	8	1.28	9.90E-04	29945.2	HOMO SAPIENS	RS3A_HUMAN 40S ribosomal protein S3a
negative_strep	JKIP34-4	[49]		P35268	1	11.7	2.28	2.90E-05	14787.1	HOMO SAPIENS	RL22_HUMAN 60S ribosomal protein L22
negative_strep	JKIP34-4	[50]		P62857	1	15.9	2.28	2.60E-04	7841.1	HOMO SAPIENS	RS28_HUMAN 40S ribosomal protein S28
negative_strep	JKIP34-4	[51]		decoy	1	7.1	2.13	2.10E-05	32334.3	HOMO SAPIENS	RRP7A_HUMAN Ribosomal RNA-processing protein 7 homolog A
negative_strep	JKIP34-4	[52]		P62899	2	15.2	1.23	0.0016	14463	HOMO SAPIENS	RL31_HUMAN 60S ribosomal protein L31
negative_strep	JKIP34-4	[53]		A5A3E0	1	0.9	2.01	3.70E-04	121445.7	HOMO SAPIENS	POTEF_HUMAN POTE ankyrin domain family member F
negative_strep	JKIP34-4	[54]		C9JLW8	1	11.3	1.98	5.90E-05	10920.3	HOMO SAPIENS	F195B_HUMAN Protein FAM195B
negative_strep	JKIP34-4	[55]		P46782	1	8.8	1.69	8.70E-05	22876.6	HOMO SAPIENS	RS5_HUMAN 40S ribosomal protein S5
negative_strep	JKIP34-4	[56]		P49756	1	1.7	1.56	1.70E-04	100186.3	HOMO SAPIENS	RBM25_HUMAN RNA-binding protein 25
negative_strep	JKIP34-4	[57]		P81605	1	10	1.48	0.0012	11284	HOMO SAPIENS	DCD_HUMAN Dermcidin
negative_strep	JKIP34-4	[58]		O75607	1	9.6	1.42	6.10E-05	19343.9	HOMO SAPIENS	NPM3_HUMAN Nucleoplasmin-3
negative_strep	JKIP34-4	[59]		Q9UMS4	2	6.9	0.87	0.0024	55181.3	HOMO SAPIENS	PRP19_HUMAN Pre-mRNA-processing factor 19
negative_strep	JKIP34-4	[60]		P52597	2	8.2	0.74	0.0047	45672.3	HOMO SAPIENS	HNRPF_HUMAN Heterogeneous nuclear ribonucleoprotein F
negative_strep	JKIP34-4	[61]		O75400	1	1	1.28	2.10E-04	108805.9	HOMO SAPIENS	PR40A_HUMAN Pre-mRNA-processing factor 40 homolog A
negative_strep	JKIP34-4	[62]		P62829	1	7.1	1.15	0.0054	14865.6	HOMO SAPIENS	RL23_HUMAN 60S ribosomal protein L23
negative_strep	JKIP34-4	[63]		P37108	2	16.9	0.64	0.0043	14570.1	HOMO SAPIENS	SRP14_HUMAN Signal recognition particle 14 kDa protein
negative_strep	JKIP34-4	[64]		Q00839	2	4.8	0.65	0.0065	90585.2	HOMO SAPIENS	HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U
negative_strep	JKIP34-4	[65]		P08708	1	16.3	0.85	0.0064	15550.3	HOMO SAPIENS	RS17_HUMAN 40S ribosomal protein S17
negative_strep	JKIP34-4	[66]		Q02446	1	2.4	0.78	0.005	81985.6	HOMO SAPIENS	SP4_HUMAN Transcription factor Sp4
negative_strep	JKIP34-4	[67]		P46779	1	8	0.75	0.0052	15747.6	HOMO SAPIENS	RL28_HUMAN 60S ribosomal protein L28
negative_strep	JKIP34-4	[68]		decoy	1	4.1	0.58	0.0068	21053	HOMO SAPIENS	PSPC_HUMAN Pulmonary surfactant-associated protein C
negative_strep	JKIP34-4	[69]		P02533	1	1.9	0.57	0.009	51561.9	HOMO SAPIENS	"K1C14_HUMAN Keratin, type I cytoskeletal 14"
negative_strep	JKIP34-4	[70]		Q9NVC3	1	2.6	0.56	0.0031	49966.2	HOMO SAPIENS	S38A7_HUMAN Putative sodium-coupled neutral amino acid transporter 7
negative_strep	JKIP34-4	[71]		P15880	1	2.7	0.53	0.0025	31324.7	HOMO SAPIENS	RS2_HUMAN 40S ribosomal protein S2
negative_strep	JKIP34-4	[72]		P62851	1	5.6	0.49	0.0077	13742.2	HOMO SAPIENS	RS25_HUMAN 40S ribosomal protein S25
negative_strep	JKIP34-4	[73]		P30050	1	5.5	0.49	0.0025	17818.7	HOMO SAPIENS	RL12_HUMAN 60S ribosomal protein L12
negative_strep	JKIP34-4	[74]		P62249	2	11.6	0.27	0.0042	16445.5	HOMO SAPIENS	RS16_HUMAN 40S ribosomal protein S16
negative_strep	JKIP34-4	[75]		P13647	2	3.9	0.17	0.0097	62378.9	HOMO SAPIENS	"K2C5_HUMAN Keratin, type II cytoskeletal 5"
negative_strep	JKIP34-4	[76]		Q12905	1	3.6	0.24	0.0048	43062.5	HOMO SAPIENS	ILF2_HUMAN Interleukin enhancer-binding factor 2
negative_strep	JKIP34-4	[77]		Q96F45	1	3.7	0.16	0.0081	62555.3	HOMO SAPIENS	ZN503_HUMAN Zinc finger protein 503
negative_strep	JKIP36-01	[1]		Q13085	43	29.1	5.68	2.20E-09	265556.2	HOMO SAPIENS	ACACA_HUMAN Acetyl-CoA carboxylase 1
negative_strep	JKIP36-01	[1-1]	1	O00763	6	3.6	4.28	5.30E-07	276543.4	HOMO SAPIENS	ACACB_HUMAN Acetyl-CoA carboxylase 2
negative_strep	JKIP36-01	[2]		P05166	24	59.7	5.72	1.60E-09	58216.2	HOMO SAPIENS	"PCCB_HUMAN Propionyl-CoA carboxylase beta chain, mitochondrial"
negative_strep	JKIP36-01	[3]		Q8WWM7	23	32	5.89	2.40E-10	113374.5	HOMO SAPIENS	ATX2L_HUMAN Ataxin-2-like protein
negative_strep	JKIP36-01	[4]		P05165	24	41.1	4.81	1.20E-08	80059.7	HOMO SAPIENS	"PCCA_HUMAN Propionyl-CoA carboxylase alpha chain, mitochondrial"
negative_strep	JKIP36-01	[5]		P19338	17	26.6	5.18	4.60E-09	76615	HOMO SAPIENS	NUCL_HUMAN Nucleolin
negative_strep	JKIP36-01	[6]		P52272	14	32.9	5.3	1.10E-07	77516.4	HOMO SAPIENS	HNRPM_HUMAN Heterogeneous nuclear ribonucleoprotein M
negative_strep	JKIP36-01	[7]		P11498	15	24.7	4.82	1.10E-07	129634.7	HOMO SAPIENS	"PYC_HUMAN Pyruvate carboxylase, mitochondrial"
negative_strep	JKIP36-01	[8]		Q9HCC0	10	28.6	5.81	2.30E-09	61333.7	HOMO SAPIENS	"MCCB_HUMAN Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial"
negative_strep	JKIP36-01	[9]		P36578	9	24.6	4.37	7.10E-08	47697.7	HOMO SAPIENS	RL4_HUMAN 60S ribosomal protein L4
negative_strep	JKIP36-01	[10]		Q96RQ3	9	27.6	3.43	3.20E-06	80473.8	HOMO SAPIENS	"MCCA_HUMAN Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial"
negative_strep	JKIP36-01	[11]		Q00839	5	12	5.42	5.80E-09	90585.2	HOMO SAPIENS	HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U
negative_strep	JKIP36-01	[12]		P62241	5	28.8	4.89	1.10E-07	24205.4	HOMO SAPIENS	RS8_HUMAN 40S ribosomal protein S8
negative_strep	JKIP36-01	[13]		P08107	6	18.7	4.25	4.60E-07	70052.8	HOMO SAPIENS	HSP71_HUMAN Heat shock 70 kDa protein 1A/1B
negative_strep	JKIP36-01	[13-1]	5	P11142	6	14.2	3.24	3.10E-06	70898.7	HOMO SAPIENS	HSP7C_HUMAN Heat shock cognate 71 kDa protein
negative_strep	JKIP36-01	[13-2]	1	P54652	2	4.5	2.98	5.00E-06	70021.5	HOMO SAPIENS	HSP72_HUMAN Heat shock-related 70 kDa protein 2
negative_strep	JKIP36-01	[14]		P62701	8	31.2	3.74	5.60E-07	29598	HOMO SAPIENS	"RS4X_HUMAN 40S ribosomal protein S4, X isoform"
negative_strep	JKIP36-01	[15]		P26196	6	22.2	3.75	7.50E-06	54417.3	HOMO SAPIENS	DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6
negative_strep	JKIP36-01	[16]		P62424	6	32.3	4.3	1.00E-07	29995.9	HOMO SAPIENS	RL7A_HUMAN 60S ribosomal protein L7a
negative_strep	JKIP36-01	[17]		P11940	5	10.8	4.55	1.70E-08	70671.5	HOMO SAPIENS	PABP1_HUMAN Polyadenylate-binding protein 1
negative_strep	JKIP36-01	[18]		P05388	5	30.3	4.23	1.30E-07	34273.8	HOMO SAPIENS	RLA0_HUMAN 60S acidic ribosomal protein P0
negative_strep	JKIP36-01	[19]		P09651	5	22.3	4.34	7.20E-08	38746.9	HOMO SAPIENS	ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1
negative_strep	JKIP36-01	[20]		P10412	5	23.3	3.88	4.10E-07	21865.4	HOMO SAPIENS	H14_HUMAN Histone H1.4
negative_strep	JKIP36-01	[20-1]	1	P16403	5	23.9	3.87	1.10E-07	21364.9	HOMO SAPIENS	H12_HUMAN Histone H1.2
negative_strep	JKIP36-01	[21]		P62753	4	19.7	4.23	6.70E-06	28680.9	HOMO SAPIENS	RS6_HUMAN 40S ribosomal protein S6
negative_strep	JKIP36-01	[22]		P62917	5	30.7	3.34	1.00E-05	28024.9	HOMO SAPIENS	RL8_HUMAN 60S ribosomal protein L8
negative_strep	JKIP36-01	[23]		P39023	5	18.9	3.5	4.40E-07	46109.3	HOMO SAPIENS	RL3_HUMAN 60S ribosomal protein L3
negative_strep	JKIP36-01	[24]		Q07020	3	19.7	4.9	3.70E-07	21634.7	HOMO SAPIENS	RL18_HUMAN 60S ribosomal protein L18
negative_strep	JKIP36-01	[25]		P06748	4	24.1	4.8	9.70E-09	32575.3	HOMO SAPIENS	NPM_HUMAN Nucleophosmin
negative_strep	JKIP36-01	[26]		Q7Z417	4	11.7	4.09	5.40E-07	76121.7	HOMO SAPIENS	NUFP2_HUMAN Nuclear fragile X mental retardation-interacting protein 2
negative_strep	JKIP36-01	[27]		P05387	3	55.7	4.98	7.80E-09	11665	HOMO SAPIENS	RLA2_HUMAN 60S acidic ribosomal protein P2
negative_strep	JKIP36-01	[28]		Q02878	3	13.2	4.62	6.30E-07	32728.2	HOMO SAPIENS	RL6_HUMAN 60S ribosomal protein L6
negative_strep	JKIP36-01	[29]		Q3MHD2	3	28.2	4.21	2.90E-08	21700.9	HOMO SAPIENS	LSM12_HUMAN Protein LSM12 homolog
negative_strep	JKIP36-01	[30]		P83731	3	19.7	4.55	2.40E-07	17779.1	HOMO SAPIENS	RL24_HUMAN 60S ribosomal protein L24
negative_strep	JKIP36-01	[31]		P62847	4	26.3	3.96	5.40E-08	15423.3	HOMO SAPIENS	RS24_HUMAN 40S ribosomal protein S24
negative_strep	JKIP36-01	[32]		P15880	3	16	4.04	4.20E-07	31324.7	HOMO SAPIENS	RS2_HUMAN 40S ribosomal protein S2
negative_strep	JKIP36-01	[33]		P62081	5	39.2	2.29	0.0015	22127	HOMO SAPIENS	RS7_HUMAN 40S ribosomal protein S7
negative_strep	JKIP36-01	[34]		P62263	3	22.5	3.55	1.50E-06	16272.9	HOMO SAPIENS	RS14_HUMAN 40S ribosomal protein S14
negative_strep	JKIP36-01	[35]		P68363	3	12.6	3.44	7.30E-06	50152.1	HOMO SAPIENS	TBA1B_HUMAN Tubulin alpha-1B chain
negative_strep	JKIP36-01	[36]		P50914	3	15.8	4.11	1.80E-07	23432.1	HOMO SAPIENS	RL14_HUMAN 60S ribosomal protein L14
negative_strep	JKIP36-01	[37]		P62888	4	51.3	2.73	3.90E-05	12784.2	HOMO SAPIENS	RL30_HUMAN 60S ribosomal protein L30
negative_strep	JKIP36-01	[38]		P18124	3	16.1	3.66	3.00E-05	29226	HOMO SAPIENS	RL7_HUMAN 60S ribosomal protein L7
negative_strep	JKIP36-01	[39]		P62266	3	27.3	3.29	7.40E-06	15807.7	HOMO SAPIENS	RS23_HUMAN 40S ribosomal protein S23
negative_strep	JKIP36-01	[40]		P22626	3	17.6	3.69	2.20E-06	37430	HOMO SAPIENS	ROA2_HUMAN Heterogeneous nuclear ribonucleoproteins A2/B1
negative_strep	JKIP36-01	[41]		P30050	3	26.7	3.43	5.90E-07	17818.7	HOMO SAPIENS	RL12_HUMAN 60S ribosomal protein L12
negative_strep	JKIP36-01	[42]		P62913	2	12.9	4.67	8.30E-08	20252.6	HOMO SAPIENS	RL11_HUMAN 60S ribosomal protein L11
negative_strep	JKIP36-01	[43]		P07910	2	15.4	4.42	8.10E-07	33670.3	HOMO SAPIENS	HNRPC_HUMAN Heterogeneous nuclear ribonucleoproteins C1/C2
negative_strep	JKIP36-01	[44]		Q02543	2	15.3	3.9	1.70E-06	20762.6	HOMO SAPIENS	RL18A_HUMAN 60S ribosomal protein L18a
negative_strep	JKIP36-01	[45]		P40429	3	15.8	3.07	3.10E-06	23577.4	HOMO SAPIENS	RL13A_HUMAN 60S ribosomal protein L13a
negative_strep	JKIP36-01	[46]		P04908	2	21.5	4.82	5.20E-08	14135.6	HOMO SAPIENS	H2A1B_HUMAN Histone H2A type 1-B/E
negative_strep	JKIP36-01	[47]		P62899	4	32	2.16	1.30E-04	14463	HOMO SAPIENS	RL31_HUMAN 60S ribosomal protein L31
negative_strep	JKIP36-01	[48]		P27635	2	18.7	3.89	1.20E-06	24604.1	HOMO SAPIENS	RL10_HUMAN 60S ribosomal protein L10
negative_strep	JKIP36-01	[49]		O60814	2	19	4.44	3.10E-08	13890.3	HOMO SAPIENS	H2B1K_HUMAN Histone H2B type 1-K
negative_strep	JKIP36-01	[50]		P22061	2	15	3.79	5.90E-06	24636.6	HOMO SAPIENS	PIMT_HUMAN Protein-L-isoaspartate(D-aspartate) O-methyltransferase
negative_strep	JKIP36-01	[51]		P26373	3	14.2	2.84	1.10E-05	24261.7	HOMO SAPIENS	RL13_HUMAN 60S ribosomal protein L13
negative_strep	JKIP36-01	[52]		P47914	1	9.4	5.67	1.40E-09	17752.2	HOMO SAPIENS	RL29_HUMAN 60S ribosomal protein L29
negative_strep	JKIP36-01	[53]		P61247	4	20.1	1.61	0.0012	29945.2	HOMO SAPIENS	RS3A_HUMAN 40S ribosomal protein S3a
negative_strep	JKIP36-01	[54]		P51991	2	8.5	2.59	2.80E-05	39595.3	HOMO SAPIENS	ROA3_HUMAN Heterogeneous nuclear ribonucleoprotein A3
negative_strep	JKIP36-01	[55]		C9JLW8	3	46.4	1.88	2.20E-04	10920.3	HOMO SAPIENS	F195B_HUMAN Protein FAM195B
negative_strep	JKIP36-01	[56]		P32969	2	21.4	2.63	2.90E-04	21863.6	HOMO SAPIENS	RL9_HUMAN 60S ribosomal protein L9
negative_strep	JKIP36-01	[57]		P46776	2	15.5	2.38	5.50E-05	16561.5	HOMO SAPIENS	RL27A_HUMAN 60S ribosomal protein L27a
negative_strep	JKIP36-01	[58]		P49756	3	7	1.78	1.90E-04	100186.3	HOMO SAPIENS	RBM25_HUMAN RNA-binding protein 25
negative_strep	JKIP36-01	[59]		P05386	1	37.7	4.32	8.30E-08	11514	HOMO SAPIENS	RLA1_HUMAN 60S acidic ribosomal protein P1
negative_strep	JKIP36-01	[60]		P67809	2	18.8	2.27	3.70E-04	35924.5	HOMO SAPIENS	YBOX1_HUMAN Nuclease-sensitive element-binding protein 1
negative_strep	JKIP36-01	[61]		P62829	2	25	1.97	3.10E-05	14865.6	HOMO SAPIENS	RL23_HUMAN 60S ribosomal protein L23
negative_strep	JKIP36-01	[62]		P38646	1	2.1	3.23	3.30E-07	73681.1	HOMO SAPIENS	"GRP75_HUMAN Stress-70 protein, mitochondrial"
negative_strep	JKIP36-01	[63]		Q9Y3U8	1	10.5	3.23	5.60E-07	12253.8	HOMO SAPIENS	RL36_HUMAN 60S ribosomal protein L36
negative_strep	JKIP36-01	[64]		P62750	1	8.3	3.21	3.40E-05	17695.2	HOMO SAPIENS	RL23A_HUMAN 60S ribosomal protein L23a
negative_strep	JKIP36-01	[65]		P46778	2	20.6	1.61	4.00E-04	18565	HOMO SAPIENS	RL21_HUMAN 60S ribosomal protein L21
negative_strep	JKIP36-01	[66]		P23396	1	5.8	3.15	1.90E-07	26688.6	HOMO SAPIENS	RS3_HUMAN 40S ribosomal protein S3
negative_strep	JKIP36-01	[67]		Q12906	1	3.6	3.08	7.20E-05	95339.2	HOMO SAPIENS	ILF3_HUMAN Interleukin enhancer-binding factor 3
negative_strep	JKIP36-01	[68]		P62979	2	22.4	1.86	7.40E-05	17965.1	HOMO SAPIENS	RS27A_HUMAN Ubiquitin-40S ribosomal protein S27a
negative_strep	JKIP36-01	[69]		Q9BQ39	1	2	2.77	6.80E-06	82565.7	HOMO SAPIENS	DDX50_HUMAN ATP-dependent RNA helicase DDX50
negative_strep	JKIP36-01	[70]		P61313	2	10.3	1.39	0.0016	24146.3	HOMO SAPIENS	RL15_HUMAN 60S ribosomal protein L15
negative_strep	JKIP36-01	[71]		P62906	2	13.4	1.41	0.0032	24831.5	HOMO SAPIENS	RL10A_HUMAN 60S ribosomal protein L10a
negative_strep	JKIP36-01	[72]		P37108	1	11	2.15	2.40E-05	14570.1	HOMO SAPIENS	SRP14_HUMAN Signal recognition particle 14 kDa protein
negative_strep	JKIP36-01	[73]		P42766	2	10.6	1.27	0.0017	14551.6	HOMO SAPIENS	RL35_HUMAN 60S ribosomal protein L35
negative_strep	JKIP36-01	[74]		P62269	1	5.9	2.08	1.50E-04	17718.8	HOMO SAPIENS	RS18_HUMAN 40S ribosomal protein S18
negative_strep	JKIP36-01	[75]		P61353	1	6.6	2.04	1.70E-05	15797.9	HOMO SAPIENS	RL27_HUMAN 60S ribosomal protein L27
negative_strep	JKIP36-01	[76]		P68104	1	5.2	2.02	9.70E-05	50141.3	HOMO SAPIENS	EF1A1_HUMAN Elongation factor 1-alpha 1
negative_strep	JKIP36-01	[77]		P25398	1	17.4	1.92	2.10E-05	14515.1	HOMO SAPIENS	RS12_HUMAN 40S ribosomal protein S12
negative_strep	JKIP36-01	[78]		P14866	1	5.9	1.92	0.003	64133.3	HOMO SAPIENS	HNRPL_HUMAN Heterogeneous nuclear ribonucleoprotein L
negative_strep	JKIP36-01	[79]		Q12905	1	5.9	1.88	5.90E-04	43062.5	HOMO SAPIENS	ILF2_HUMAN Interleukin enhancer-binding factor 2
negative_strep	JKIP36-01	[80]		P84098	1	4.6	1.72	0.0029	23466.2	HOMO SAPIENS	RL19_HUMAN 60S ribosomal protein L19
negative_strep	JKIP36-01	[81]		Q9UN86	1	3.3	1.6	4.40E-05	54121.6	HOMO SAPIENS	G3BP2_HUMAN Ras GTPase-activating protein-binding protein 2
negative_strep	JKIP36-01	[82]		P08708	1	16.3	1.6	0.0011	15550.3	HOMO SAPIENS	RS17_HUMAN 40S ribosomal protein S17
negative_strep	JKIP36-01	[83]		P09012	1	10.6	1.53	5.90E-04	31279.8	HOMO SAPIENS	SNRPA_HUMAN U1 small nuclear ribonucleoprotein A
negative_strep	JKIP36-01	[84]		Q86V81	1	5.4	1.46	7.50E-04	26888.1	HOMO SAPIENS	THOC4_HUMAN THO complex subunit 4
negative_strep	JKIP36-01	[85]		P84090	1	11.5	1.42	2.00E-04	12259.1	HOMO SAPIENS	ERH_HUMAN Enhancer of rudimentary homolog
negative_strep	JKIP36-01	[86]		P46779	1	8	1.42	4.40E-04	15747.6	HOMO SAPIENS	RL28_HUMAN 60S ribosomal protein L28
negative_strep	JKIP36-01	[87]		P62857	1	17.4	1.37	0.0011	7841.1	HOMO SAPIENS	RS28_HUMAN 40S ribosomal protein S28
negative_strep	JKIP36-01	[88]		HIV1_NL43_Vif	1	14.6	1.33	0.0073	22699.3	UNREADABLE	HIV1_NL43_Vif
negative_strep	JKIP36-01	[89]		O75182	1	2.2	1.22	0.0052	133067.6	HOMO SAPIENS	SIN3B_HUMAN Paired amphipathic helix protein Sin3b
negative_strep	JKIP36-01	[90]		P49207	2	12.8	0.68	0.0089	13293.1	HOMO SAPIENS	RL34_HUMAN 60S ribosomal protein L34
negative_strep	JKIP36-01	[91]		Q9UMS4	1	5.4	1.09	0.0036	55181.3	HOMO SAPIENS	PRP19_HUMAN Pre-mRNA-processing factor 19
negative_strep	JKIP36-01	[92]		P46087	1	1.7	1.07	5.80E-04	89302.5	HOMO SAPIENS	NOP2_HUMAN Putative ribosomal RNA methyltransferase NOP2
negative_strep	JKIP36-01	[93]		P62805	1	7.8	0.92	0.0073	11367.4	HOMO SAPIENS	H4_HUMAN Histone H4
negative_strep	JKIP36-01	[94]		P61254	2	11	0.59	0.0031	17258.4	HOMO SAPIENS	RL26_HUMAN 60S ribosomal protein L26
negative_strep	JKIP36-01	[95]		P23528	1	16.9	0.82	0.0049	18502.7	HOMO SAPIENS	COF1_HUMAN Cofilin-1
negative_strep	JKIP36-01	[96]		Q9NVC3	1	2.6	0.81	0.0066	49966.2	HOMO SAPIENS	S38A7_HUMAN Putative sodium-coupled neutral amino acid transporter 7
negative_strep	JKIP36-01	[97]		Q8NCA5	2	7.9	0.6	0.0026	55401.2	HOMO SAPIENS	FA98A_HUMAN Protein FAM98A
negative_strep	JKIP36-01	[98]		P62937	1	16.4	0.77	0.0033	18012.7	HOMO SAPIENS	PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A
negative_strep	JKIP36-01	[99]		P62244	1	15.4	0.63	0.0046	14839.6	HOMO SAPIENS	RS15A_HUMAN 40S ribosomal protein S15a
negative_strep	JKIP36-01	[100]		O14979	1	8.3	0.58	0.0052	46437.9	HOMO SAPIENS	HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like
negative_strep	JKIP36-01	[101]		Q13151	1	5.6	0.56	0.0082	30840.9	HOMO SAPIENS	ROA0_HUMAN Heterogeneous nuclear ribonucleoprotein A0
negative_strep	JKIP36-01	[102]		decoy	1	5.9	0.55	0.001	16286.4	HOMO SAPIENS	CS012_HUMAN Protein C19orf12
negative_strep	JKIP36-01	[103]		P62249	1	5.5	0.55	0.001	16445.5	HOMO SAPIENS	RS16_HUMAN 40S ribosomal protein S16
negative_strep	JKIP36-01	[104]		Q9BZE4	1	1.9	0.44	0.0031	73965.2	HOMO SAPIENS	NOG1_HUMAN Nucleolar GTP-binding protein 1
negative_strep	JKIP36-01	[105]		decoy	1	9.2	0.36	0.0069	20123.5	HOMO SAPIENS	CL045_HUMAN Uncharacterized protein C12orf45
negative_strep	JKIP36-01	[106]		Q08211	1	0.6	0.22	0.0017	140959.7	HOMO SAPIENS	DHX9_HUMAN ATP-dependent RNA helicase A
