BAIT	IP_Sample_ID	Rank	Uniq_Pep	Acc__	Num_Unique	X__Cov	Best_Disc_Score	Best_Expect_Val	Protein_MW	Species	Protein_Name
negative	hIP106-1	[37]		P39019	11	56.6	2.68	1.5e-05	16060.6	HOMO SAPIENS	RS19_HUMAN 40S ribosomal protein S19 
negative	hIP106-1	[38]		P49368	10	20.9	2.73	2.1e-05	60534.5	HOMO SAPIENS	TCPG_HUMAN T-complex protein 1 subunit gamma 
negative	hIP106-1	[39]		P50991	8	18.7	3.71	5.9e-07	57924.8	HOMO SAPIENS	TCPD_HUMAN T-complex protein 1 subunit delta 
negative	hIP106-1	[40]		P55072	7	11.3	3.68	1.7e-06	89322.6	HOMO SAPIENS	TERA_HUMAN Transitional endoplasmic reticulum ATPase 
negative	hIP106-1	[41]		Q9P1Y5	6	7	3.46	2.4e-05	134750.8	HOMO SAPIENS	CAMP3_HUMAN Calmodulin-regulated spectrin-associated protein 3 
negative	hIP106-1	[42]		Q99613	6	11.3	3.87	1.3e-06	105344.7	HOMO SAPIENS	EIF3C_HUMAN Eukaryotic translation initiation factor 3 subunit C 
negative	hIP106-1	[43]		P52732	5	5.2	4.6	5.3e-08	119160	HOMO SAPIENS	KIF11_HUMAN Kinesin-like protein KIF11 
negative	hIP106-1	[44]		Q16875	5	11.9	4.56	1.2e-08	59609.7	HOMO SAPIENS	F263_HUMAN 6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 
negative	hIP106-1	[45]		Q14152	7	6.9	2.93	1.1e-05	166570.7	HOMO SAPIENS	EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A 
negative	hIP106-1	[46]		P61978	4	11.4	5.62	1.9e-09	50976.7	HOMO SAPIENS	HNRPK_HUMAN Heterogeneous nuclear ribonucleoprotein K 
negative	hIP106-1	[47]		P55884	4	6.8	5.25	3.3e-09	92482.4	HOMO SAPIENS	EIF3B_HUMAN Eukaryotic translation initiation factor 3 subunit B 
negative	hIP106-1	[48]		P62318	6	50.8	3.09	8.4e-06	13916.4	HOMO SAPIENS	SMD3_HUMAN Small nuclear ribonucleoprotein Sm D3 
negative	hIP106-1	[49]		P62829	3	30.7	5.61	3.3e-09	14865.6	HOMO SAPIENS	RL23_HUMAN 60S ribosomal protein L23 
negative	hIP106-1	[50]		P38646	8	16.2	2.25	4.7e-05	73681.1	HOMO SAPIENS	GRP75_HUMAN Stress-70 protein, mitochondrial 
negative	hIP106-1	[51]		P62851	6	42.4	3.32	8.4e-07	13742.2	HOMO SAPIENS	RS25_HUMAN 40S ribosomal protein S25 
negative	hIP106-1	[52]		P05141	5	16.4	3.06	1.3e-05	32852.5	HOMO SAPIENS	ADT2_HUMAN ADP/ATP translocase 2 
negative	hIP106-1	[52-1]	0	P12235	1	2.3	0.58	0.00071	33064.8	HOMO SAPIENS	ADT1_HUMAN ADP/ATP translocase 1 
negative	hIP106-1	[52-2]	0	P12236	1	2.3	0.58	0.00071	32866.6	HOMO SAPIENS	ADT3_HUMAN ADP/ATP translocase 3 
negative	hIP106-1	[53]		Q99832	4	9.2	4.14	6e-07	59367.2	HOMO SAPIENS	TCPH_HUMAN T-complex protein 1 subunit eta 
negative	hIP106-1	[54]		Q8NC51	3	12.3	5.7	1.9e-10	44965.7	HOMO SAPIENS	PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein 
negative	hIP106-1	[55]		P07900	4	5.3	3.7	2.1e-06	84660.4	HOMO SAPIENS	HS90A_HUMAN Heat shock protein HSP 90-alpha 
negative	hIP106-1	[55-1]	0	P08238	4	5.4	3.7	2.1e-06	83264.9	HOMO SAPIENS	HS90B_HUMAN Heat shock protein HSP 90-beta 
negative	hIP106-1	[55-2]	0	Q12931	1	2	3.7	2.1e-06	80110.7	HOMO SAPIENS	TRAP1_HUMAN Heat shock protein 75 kDa, mitochondrial 
negative	hIP106-1	[55-3]	0	Q58FG1	1	3.1	3.04	4.6e-06	47712.3	HOMO SAPIENS	HS904_HUMAN Putative heat shock protein HSP 90-alpha A4 
negative	hIP106-1	[55-4]	0	Q14568	1	3.5	1.33	0.0017	39365.1	HOMO SAPIENS	HS902_HUMAN Putative heat shock protein HSP 90-alpha A2 
negative	hIP106-1	[55-5]	0	Q58FF8	1	3.1	1.33	0.0017	44349.3	HOMO SAPIENS	H90B2_HUMAN Putative heat shock protein HSP 90-beta 2 
negative	hIP106-1	[56]		P68104	4	15.6	4.04	1.1e-07	50141.3	HOMO SAPIENS	EF1A1_HUMAN Elongation factor 1-alpha 1 
negative	hIP106-1	[56-1]	0	Q5VTE0	4	15.6	4.04	1.1e-07	50185.5	HOMO SAPIENS	EF1A3_HUMAN Putative elongation factor 1-alpha-like 3 
negative	hIP106-1	[56-2]	0	Q05639	2	4.3	2.51	0.00018	50470.6	HOMO SAPIENS	EF1A2_HUMAN Elongation factor 1-alpha 2 
negative	hIP106-1	[57]		P23396	5	30	3.29	1.4e-06	26688.6	HOMO SAPIENS	RS3_HUMAN 40S ribosomal protein S3 
negative	hIP106-1	[58]		P62633	4	25.4	3.92	1.1e-07	19462.9	HOMO SAPIENS	CNBP_HUMAN Cellular nucleic acid-binding protein 
negative	hIP106-1	[59]		P10809	5	10.8	2.88	2.2e-05	61055.2	HOMO SAPIENS	CH60_HUMAN 60 kDa heat shock protein, mitochondrial 
negative	hIP106-1	[60]		Q99623	5	20.1	3.47	8.4e-07	33296.7	HOMO SAPIENS	PHB2_HUMAN Prohibitin-2 
negative	hIP106-1	[61]		P48643	5	13.1	2.76	3.4e-05	59671.6	HOMO SAPIENS	TCPE_HUMAN T-complex protein 1 subunit epsilon 
negative	hIP106-1	[62]		P35573	6	5	2.36	5.2e-05	174765.3	HOMO SAPIENS	GDE_HUMAN Glycogen debranching enzyme 
negative	hIP106-1	[63]		Q9H3K6	3	31.4	5.52	2.4e-10	10116.6	HOMO SAPIENS	BOLA2_HUMAN BolA-like protein 2 
negative	hIP106-1	[64]		P61163	4	16.8	3.07	5.4e-06	42614.1	HOMO SAPIENS	ACTZ_HUMAN Alpha-centractin 
negative	hIP106-1	[64-1]	0	P42025	2	6.6	1.79	0.00024	42293.8	HOMO SAPIENS	ACTY_HUMAN Beta-centractin 
negative	hIP106-1	[65]		O00303	6	19.6	2.46	1e-05	37564.2	HOMO SAPIENS	EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F 
negative	hIP106-1	[66]		P13647	6	10.7	2.12	0.00015	62378.9	HOMO SAPIENS	K2C5_HUMAN Keratin, type II cytoskeletal 5 
negative	hIP106-1	[6-2, 66-1]	1	P04259	5	9.2	2.42	2.4e-05	60067.4	HOMO SAPIENS	K2C6B_HUMAN Keratin, type II cytoskeletal 6B 
negative	hIP106-1	[66-2]	0	P02538	4	7.4	2.12	0.00015	60045.4	HOMO SAPIENS	K2C6A_HUMAN Keratin, type II cytoskeletal 6A 
negative	hIP106-1	[66-3]	0	P48668	4	7.4	2.12	0.00015	60025.4	HOMO SAPIENS	K2C6C_HUMAN Keratin, type II cytoskeletal 6C 
negative	hIP106-1	[6-3, 66-4]	1	Q7Z794	2	3.6	3.74	4.9e-06	61901.9	HOMO SAPIENS	K2C1B_HUMAN Keratin, type II cytoskeletal 1b 
negative	hIP106-1	[66-5]	0	O95678	3	5.8	2.12	0.00015	59560.9	HOMO SAPIENS	K2C75_HUMAN Keratin, type II cytoskeletal 75 
negative	hIP106-1	[66-6]	0	Q5XKE5	3	6	2.12	0.00015	57836.1	HOMO SAPIENS	K2C79_HUMAN Keratin, type II cytoskeletal 79 
negative	hIP106-1	[6-4, 66-7]	1	P05787	2	4.1	3.15	1.5e-06	53704.7	HOMO SAPIENS	K2C8_HUMAN Keratin, type II cytoskeletal 8 
negative	hIP106-1	[6-5, 66-8]	1	P08729	2	4.3	3.15	1.5e-06	51386.1	HOMO SAPIENS	K2C7_HUMAN Keratin, type II cytoskeletal 7 
negative	hIP106-1	[66-9]	0	P12035	2	3.2	1.02	0.001	64417.5	HOMO SAPIENS	K2C3_HUMAN Keratin, type II cytoskeletal 3 
negative	hIP106-1	[66-10]	0	Q01546	2	3.1	1.02	0.001	65841.3	HOMO SAPIENS	K22O_HUMAN Keratin, type II cytoskeletal 2 oral 
negative	hIP106-1	[66-11]	0	Q14CN4	1	1.8	0.89	0.0021	55877.8	HOMO SAPIENS	K2C72_HUMAN Keratin, type II cytoskeletal 72 
negative	hIP106-1	[66-12]	0	Q3SY84	1	1.7	0.89	0.0021	57292	HOMO SAPIENS	K2C71_HUMAN Keratin, type II cytoskeletal 71 
negative	hIP106-1	[66-13]	0	Q7RTS7	1	1.7	0.89	0.0021	57865.9	HOMO SAPIENS	K2C74_HUMAN Keratin, type II cytoskeletal 74 
negative	hIP106-1	[66-14]	0	Q86Y46	1	1.7	0.89	0.0021	58923.8	HOMO SAPIENS	K2C73_HUMAN Keratin, type II cytoskeletal 73 
negative	hIP106-1	[66-15]	0	Q9NSB2	1	1.5	0.89	0.0021	64843	HOMO SAPIENS	KRT84_HUMAN Keratin, type II cuticular Hb4 
negative	hIP106-1	[67]		Q14203	4	4.2	3.22	7.7e-05	141696	HOMO SAPIENS	DCTN1_HUMAN Dynactin subunit 1 
negative	hIP106-1	[68]		Q09028	5	12	3.32	7.9e-07	47656.1	HOMO SAPIENS	RBBP4_HUMAN Histone-binding protein RBBP4 
negative	hIP106-1	[68-1]	1	Q16576	4	8.9	2.85	1.5e-06	47820.5	HOMO SAPIENS	RBBP7_HUMAN Histone-binding protein RBBP7 
negative	hIP106-1	[69]		P31153	3	10.9	4.02	4.6e-07	43661	HOMO SAPIENS	METK2_HUMAN S-adenosylmethionine synthase isoform type-2 
negative	hIP106-1	[70]		Q5W0B1	8	12	1.45	0.0043	81117.2	HOMO SAPIENS	RN219_HUMAN RING finger protein 219 
negative	hIP106-1	[71]		P15880	5	18.1	2.64	5.1e-06	31324.7	HOMO SAPIENS	RS2_HUMAN 40S ribosomal protein S2 
negative	hIP106-1	[72]		Q14011	4	46.5	2.61	1.6e-05	18648.1	HOMO SAPIENS	CIRBP_HUMAN Cold-inducible RNA-binding protein 
negative	hIP106-1	[73]		O60814	3	27.8	4.66	1.2e-08	13890.3	HOMO SAPIENS	H2B1K_HUMAN Histone H2B type 1-K 
negative	hIP106-1	[73-1]	0	P06899	3	27.8	4.66	1.2e-08	13904.3	HOMO SAPIENS	H2B1J_HUMAN Histone H2B type 1-J 
negative	hIP106-1	[73-2]	0	P23527	3	27.8	4.66	1.2e-08	13906.3	HOMO SAPIENS	H2B1O_HUMAN Histone H2B type 1-O 
negative	hIP106-1	[73-3]	0	P33778	3	27.8	4.66	1.2e-08	13950.3	HOMO SAPIENS	H2B1B_HUMAN Histone H2B type 1-B 
negative	hIP106-1	[73-4]	0	P57053	3	27.8	4.66	1.2e-08	13944.3	HOMO SAPIENS	H2BFS_HUMAN Histone H2B type F-S 
negative	hIP106-1	[73-5]	0	P58876	3	27.8	4.66	1.2e-08	13936.3	HOMO SAPIENS	H2B1D_HUMAN Histone H2B type 1-D 
negative	hIP106-1	[73-6]	0	P62807	3	27.8	4.66	1.2e-08	13906.3	HOMO SAPIENS	H2B1C_HUMAN Histone H2B type 1-C/E/F/G/I 
negative	hIP106-1	[73-7]	0	Q16778	3	27.8	4.66	1.2e-08	13920.3	HOMO SAPIENS	H2B2E_HUMAN Histone H2B type 2-E 
negative	hIP106-1	[73-8]	0	Q5QNW6	3	27.8	4.66	1.2e-08	13920.3	HOMO SAPIENS	H2B2F_HUMAN Histone H2B type 2-F 
negative	hIP106-1	[73-9]	0	Q8N257	3	27.8	4.66	1.2e-08	13908.2	HOMO SAPIENS	H2B3B_HUMAN Histone H2B type 3-B 
negative	hIP106-1	[73-10]	0	Q93079	3	27.8	4.66	1.2e-08	13892.2	HOMO SAPIENS	H2B1H_HUMAN Histone H2B type 1-H 
negative	hIP106-1	[73-11]	0	Q99877	3	27.8	4.66	1.2e-08	13922.3	HOMO SAPIENS	H2B1N_HUMAN Histone H2B type 1-N 
negative	hIP106-1	[73-12]	0	Q99879	3	27.8	4.66	1.2e-08	13989.4	HOMO SAPIENS	H2B1M_HUMAN Histone H2B type 1-M 
negative	hIP106-1	[73-13]	0	Q99880	3	27.8	4.66	1.2e-08	13952.3	HOMO SAPIENS	H2B1L_HUMAN Histone H2B type 1-L 
negative	hIP106-1	[73-14]	0	Q96A08	1	8.7	0.36	0.0038	14167.6	HOMO SAPIENS	H2B1A_HUMAN Histone H2B type 1-A 
negative	hIP106-1	[74]		P62249	6	36.3	2.65	6.7e-07	16445.5	HOMO SAPIENS	RS16_HUMAN 40S ribosomal protein S16 
negative	hIP106-1	[75]		P11940	4	7.5	2.38	0.00021	70671.5	HOMO SAPIENS	PABP1_HUMAN Polyadenylate-binding protein 1 
negative	hIP106-1	[75-1]	0	Q9H361	2	4	2.24	0.00047	70031.5	HOMO SAPIENS	PABP3_HUMAN Polyadenylate-binding protein 3 
negative	hIP106-1	[75-2]	0	Q13310	1	1.7	1.98	0.00021	70783.5	HOMO SAPIENS	PABP4_HUMAN Polyadenylate-binding protein 4 
negative	hIP106-1	[75-3]	0	Q4VXU2	1	1.8	1.19	0.00047	68392.9	HOMO SAPIENS	PAP1L_HUMAN Polyadenylate-binding protein 1-like 
negative	hIP106-1	[75-4]	0	Q5JQF8	1	5.5	1.19	0.00047	22799.2	HOMO SAPIENS	PAP1M_HUMAN Polyadenylate-binding protein 1-like 2 
negative	hIP106-1	[76]		O15371	6	17.3	1.71	0.00054	63973.3	HOMO SAPIENS	EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D 
negative	hIP106-1	[77]		O15372	3	14.5	3.77	3.9e-08	39930.7	HOMO SAPIENS	EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H 
negative	hIP106-1	[78]		P67809	2	25.6	4.83	1.4e-06	35924.5	HOMO SAPIENS	YBOX1_HUMAN Nuclease-sensitive element-binding protein 1 
negative	hIP106-1	[79]		Q13464	5	4.9	2.13	8.6e-05	158176	HOMO SAPIENS	ROCK1_HUMAN Rho-associated protein kinase 1 
negative	hIP106-1	[80]		Q9NQ92	2	21.2	4.23	3e-07	20066.6	HOMO SAPIENS	COPR5_HUMAN Cooperator of PRMT5 
negative	hIP106-1	[81]		P14678	6	24.6	1.96	7.2e-05	24610.3	HOMO SAPIENS	RSMB_HUMAN Small nuclear ribonucleoprotein-associated proteins B and B' 
negative	hIP106-1	[81-1]	0	P63162	6	24.6	1.96	7.2e-05	24614.3	HOMO SAPIENS	RSMN_HUMAN Small nuclear ribonucleoprotein-associated protein N 
negative	hIP106-1	[82]		P35637	3	8.9	2.99	4.4e-05	53426.2	HOMO SAPIENS	FUS_HUMAN RNA-binding protein FUS 
negative	hIP106-1	[83]		P62273	3	35.7	3.31	6.4e-07	6676.8	HOMO SAPIENS	RS29_HUMAN 40S ribosomal protein S29 
negative	hIP106-1	[84]		Q99417	4	42.7	2.18	3.7e-05	11966.8	HOMO SAPIENS	MYCBP_HUMAN C-Myc-binding protein 
negative	hIP106-1	[85]		Q00610	5	4.7	1.92	0.00017	191616.3	HOMO SAPIENS	CLH1_HUMAN Clathrin heavy chain 1 
negative	hIP106-1	[86]		Q13435	5	10.1	1.79	0.0014	100228.4	HOMO SAPIENS	SF3B2_HUMAN Splicing factor 3B subunit 2 
negative	hIP106-1	[87]		Q15365	3	14	2.7	1.8e-05	37498.2	HOMO SAPIENS	PCBP1_HUMAN Poly(rC)-binding protein 1 
negative	hIP106-1	[88]		P62857	4	46.4	1.74	0.00031	7841.1	HOMO SAPIENS	RS28_HUMAN 40S ribosomal protein S28 
negative	hIP106-1	[89]		Q15233	2	6.2	3.56	1.6e-06	54232	HOMO SAPIENS	NONO_HUMAN Non-POU domain-containing octamer-binding protein 
negative	hIP106-1	[90]		P62241	2	13.5	3.21	4.1e-06	24205.4	HOMO SAPIENS	RS8_HUMAN 40S ribosomal protein S8 
negative	hIP106-1	[91]		Q9Y262	5	11.5	1.73	0.00014	66727.6	HOMO SAPIENS	EIF3L_HUMAN Eukaryotic translation initiation factor 3 subunit L 
negative	hIP106-1	[92]		Q13347	3	12	2.59	6.3e-06	36502.2	HOMO SAPIENS	EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I 
negative	hIP106-1	[93]		Q13547	2	6.4	2.89	7.8e-05	55103.5	HOMO SAPIENS	HDAC1_HUMAN Histone deacetylase 1 
negative	hIP106-1	[93-1]	1	Q92769	2	6.4	2.33	7.8e-05	55364.7	HOMO SAPIENS	HDAC2_HUMAN Histone deacetylase 2 
negative	hIP106-1	[94]		Q9UPQ9	3	2.5	2.27	4.5e-05	194003.8	HOMO SAPIENS	TNR6B_HUMAN Trinucleotide repeat-containing gene 6B protein 
negative	hIP106-1	[95]		P42677	2	25	3.39	1.7e-06	9461.2	HOMO SAPIENS	RS27_HUMAN 40S ribosomal protein S27 
negative	hIP106-1	[95-1]	0	Q71UM5	2	25	3.39	1.7e-06	9477.3	HOMO SAPIENS	RS27L_HUMAN 40S ribosomal protein S27-like 
negative	hIP106-1	[96]		Q14204	4	1	2.02	3e-05	532412.3	HOMO SAPIENS	DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 
negative	hIP106-1	[97]		P62333	3	9	1.89	4.7e-05	44173.4	HOMO SAPIENS	PRS10_HUMAN 26S protease regulatory subunit 10B 
negative	hIP106-1	[98]		P40227	4	9.4	1.77	8.8e-05	58024.7	HOMO SAPIENS	TCPZ_HUMAN T-complex protein 1 subunit zeta 
negative	hIP106-1	[99]		Q7L2H7	2	7.8	2.94	6.3e-06	42503.3	HOMO SAPIENS	EIF3M_HUMAN Eukaryotic translation initiation factor 3 subunit M 
negative	hIP106-1	[100]		P63173	5	51.4	1.89	1.2e-05	8218	HOMO SAPIENS	RL38_HUMAN 60S ribosomal protein L38 
negative	hIP106-1	[101]		P61247	4	15.2	1.61	0.00075	29945.2	HOMO SAPIENS	RS3A_HUMAN 40S ribosomal protein S3a 
negative	hIP106-1	[102]		Q14008	2	1.1	3.01	1e-06	225496.6	HOMO SAPIENS	CKAP5_HUMAN Cytoskeleton-associated protein 5 
negative	hIP106-1	[103]		Q12874	2	7.4	3.12	4.4e-06	58849.4	HOMO SAPIENS	SF3A3_HUMAN Splicing factor 3A subunit 3 
negative	hIP106-1	[104]		P83731	2	13.4	2.84	1.9e-06	17779.1	HOMO SAPIENS	RL24_HUMAN 60S ribosomal protein L24 
negative	hIP106-1	[105]		P62314	2	28.6	2.77	8.5e-06	13281.7	HOMO SAPIENS	SMD1_HUMAN Small nuclear ribonucleoprotein Sm D1 
negative	hIP106-1	[106]		P52815	2	11.6	2.86	7.4e-06	21348.4	HOMO SAPIENS	RM12_HUMAN 39S ribosomal protein L12, mitochondrial 
negative	hIP106-1	[107]		Q13561	2	6	2.45	2.2e-05	44231.4	HOMO SAPIENS	DCTN2_HUMAN Dynactin subunit 2 
negative	hIP106-1	[108]		P01614	1	11.3	4.18	3.6e-08	12676.4	HOMO SAPIENS	KV201_HUMAN Ig kappa chain V-II region Cum 
negative	hIP106-1	[108-1]	0	P01617	1	11.5	4.18	3.6e-08	12317	HOMO SAPIENS	KV204_HUMAN Ig kappa chain V-II region TEW 
negative	hIP106-1	[108-2]	0	P06309	1	11.1	4.18	3.6e-08	12664.3	HOMO SAPIENS	KV205_HUMAN Ig kappa chain V-II region GM607 (Fragment) 
negative	hIP106-1	[108-3]	0	P06310	1	9.8	4.18	3.6e-08	14706.8	HOMO SAPIENS	KV206_HUMAN Ig kappa chain V-II region RPMI 6410 
negative	hIP106-1	[109]		P62191	5	18.6	1.18	0.00084	49184.9	HOMO SAPIENS	PRS4_HUMAN 26S protease regulatory subunit 4 
negative	hIP106-1	[109-1]	2	P62195	3	7.9	1.65	0.00037	45626.4	HOMO SAPIENS	PRS8_HUMAN 26S protease regulatory subunit 8 
negative	hIP106-1	[110]		P84090	3	24	1.7	0.00013	12259.1	HOMO SAPIENS	ERH_HUMAN Enhancer of rudimentary homolog 
negative	hIP106-1	[111]		P04908	2	21.5	2.57	6.8e-06	14135.6	HOMO SAPIENS	H2A1B_HUMAN Histone H2A type 1-B/E 
negative	hIP106-1	[111-1]	0	P0C0S8	2	21.5	2.57	6.8e-06	14091.6	HOMO SAPIENS	H2A1_HUMAN Histone H2A type 1 
negative	hIP106-1	[111-2]	0	P20671	2	21.5	2.57	6.8e-06	14107.6	HOMO SAPIENS	H2A1D_HUMAN Histone H2A type 1-D 
negative	hIP106-1	[111-3]	0	Q16777	2	21.7	2.57	6.8e-06	13988.5	HOMO SAPIENS	H2A2C_HUMAN Histone H2A type 2-C 
negative	hIP106-1	[111-4]	0	Q6FI13	2	21.5	2.57	6.8e-06	14095.6	HOMO SAPIENS	H2A2A_HUMAN Histone H2A type 2-A 
negative	hIP106-1	[111-5]	0	Q7L7L0	2	21.5	2.57	6.8e-06	14121.6	HOMO SAPIENS	H2A3_HUMAN Histone H2A type 3 
negative	hIP106-1	[111-6]	0	Q93077	2	21.5	2.57	6.8e-06	14105.6	HOMO SAPIENS	H2A1C_HUMAN Histone H2A type 1-C 
negative	hIP106-1	[111-7]	0	Q96KK5	2	21.9	2.57	6.8e-06	13906.4	HOMO SAPIENS	H2A1H_HUMAN Histone H2A type 1-H 
negative	hIP106-1	[111-8]	0	Q99878	2	21.9	2.57	6.8e-06	13936.4	HOMO SAPIENS	H2A1J_HUMAN Histone H2A type 1-J 
negative	hIP106-1	[111-9]	0	Q9BTM1	2	21.7	2.57	6.8e-06	14019.5	HOMO SAPIENS	H2AJ_HUMAN Histone H2A.J 
negative	hIP106-1	[111-10]	0	P0C0S5	1	7	0.55	0.0078	13552.8	HOMO SAPIENS	H2AZ_HUMAN Histone H2A.Z 
negative	hIP106-1	[111-11]	0	P16104	1	6.3	0.55	0.0078	15144.7	HOMO SAPIENS	H2AX_HUMAN Histone H2A.x 
negative	hIP106-1	[111-12]	0	Q71UI9	1	7	0.55	0.0078	13508.8	HOMO SAPIENS	H2AV_HUMAN Histone H2A.V 
negative	hIP106-1	[111-13]	0	Q8IUE6	1	6.9	0.55	0.0078	13995.4	HOMO SAPIENS	H2A2B_HUMAN Histone H2A type 2-B 
negative	hIP106-1	[111-14]	0	Q96QV6	1	6.9	0.55	0.0078	14233.6	HOMO SAPIENS	H2A1A_HUMAN Histone H2A type 1-A 
negative	hIP106-1	[112]		P46783	3	20.6	1.57	0.0011	18897.9	HOMO SAPIENS	RS10_HUMAN 40S ribosomal protein S10 
negative	hIP106-1	[113]		O43242	2	5.2	2.15	6.3e-05	60978.1	HOMO SAPIENS	PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 
negative	hIP106-1	[114]		O00231	2	5.2	2.55	7.5e-06	47464.2	HOMO SAPIENS	PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 
negative	hIP106-1	[115]		P17980	2	7.1	2.16	3.3e-05	49204	HOMO SAPIENS	PRS6A_HUMAN 26S protease regulatory subunit 6A 
negative	hIP106-1	[116]		O75533	4	5.6	1.1	0.0029	145831.6	HOMO SAPIENS	SF3B1_HUMAN Splicing factor 3B subunit 1 
negative	hIP106-1	[117]		Q9BY77	2	7.6	2.49	4.2e-06	46089.7	HOMO SAPIENS	PDIP3_HUMAN Polymerase delta-interacting protein 3 
negative	hIP106-1	[118]		P62316	2	14.4	2.07	6e-05	13527	HOMO SAPIENS	SMD2_HUMAN Small nuclear ribonucleoprotein Sm D2 
negative	hIP106-1	[119]		P25705	1	2.7	3.26	3.3e-06	59751.1	HOMO SAPIENS	ATPA_HUMAN ATP synthase subunit alpha, mitochondrial 
negative	hIP106-1	[120]		P62701	3	11	1.11	0.0011	29598	HOMO SAPIENS	RS4X_HUMAN 40S ribosomal protein S4, X isoform 
negative	hIP106-1	[120-1]	0	P22090	1	3.8	0.97	0.0015	29455.9	HOMO SAPIENS	RS4Y1_HUMAN 40S ribosomal protein S4, Y isoform 1 
negative	hIP106-1	[120-2]	0	Q8TD47	1	3.8	0.97	0.0015	29295.7	HOMO SAPIENS	RS4Y2_HUMAN 40S ribosomal protein S4, Y isoform 2 
negative	hIP106-1	[121]		P62280	3	19.6	1.41	0.00029	18430.9	HOMO SAPIENS	RS11_HUMAN 40S ribosomal protein S11 
negative	hIP106-1	[122]		P09661	2	10.2	1.75	7.1e-05	28415.8	HOMO SAPIENS	RU2A_HUMAN U2 small nuclear ribonucleoprotein A' 
negative	hIP106-1	[123]		P62913	1	7.9	2.83	6.8e-06	20252.6	HOMO SAPIENS	RL11_HUMAN 60S ribosomal protein L11 
negative	hIP106-1	[124]		Q9Y3B4	2	16	1.87	2.4e-05	14585	HOMO SAPIENS	PM14_HUMAN Pre-mRNA branch site protein p14 
negative	hIP106-1	[125]		P49411	1	3.1	2.7	4e-06	49542	HOMO SAPIENS	EFTU_HUMAN Elongation factor Tu, mitochondrial 
negative	hIP106-1	[126]		P06576	1	2.3	2.64	8.7e-06	56560.4	HOMO SAPIENS	ATPB_HUMAN ATP synthase subunit beta, mitochondrial 
negative	hIP106-1	[127]		O75122	2	2.2	1.41	0.00065	141133.9	HOMO SAPIENS	CLAP2_HUMAN CLIP-associating protein 2 
negative	hIP106-1	[128]		P23284	1	6	2.63	6.1e-06	23742.7	HOMO SAPIENS	PPIB_HUMAN Peptidyl-prolyl cis-trans isomerase B 
negative	hIP106-1	[129]		P62263	2	21.2	1.31	0.00087	16272.9	HOMO SAPIENS	RS14_HUMAN 40S ribosomal protein S14 
negative	hIP106-1	[130]		P08708	2	35.6	1.41	0.0014	15550.3	HOMO SAPIENS	RS17_HUMAN 40S ribosomal protein S17 
negative	hIP106-1	[130-1]	0	P0CW22	2	35.6	1.41	0.0014	15550.3	HOMO SAPIENS	RS17L_HUMAN 40S ribosomal protein S17-like 
negative	hIP106-1	[131]		Q15029	1	1.3	2.54	2e-05	109436.7	HOMO SAPIENS	U5S1_HUMAN 116 kDa U5 small nuclear ribonucleoprotein component 
negative	hIP106-1	[132]		Q7L5Y9	1	3.8	2.54	6.7e-06	45287.7	HOMO SAPIENS	MAEA_HUMAN Macrophage erythroblast attacher 
negative	hIP106-1	[133]		P61254	2	7.6	1.46	0.00034	17258.4	HOMO SAPIENS	RL26_HUMAN 60S ribosomal protein L26 
negative	hIP106-1	[133-1]	0	Q9UNX3	2	7.6	1.46	0.00034	17256.4	HOMO SAPIENS	RL26L_HUMAN 60S ribosomal protein L26-like 1 
negative	hIP106-1	[134]		Q99460	2	3.7	1.59	0.00015	105837.2	HOMO SAPIENS	PSMD1_HUMAN 26S proteasome non-ATPase regulatory subunit 1 
negative	hIP106-1	[135]		Q14331	2	9.7	1.29	0.00082	29172.6	HOMO SAPIENS	FRG1_HUMAN Protein FRG1 
negative	hIP106-1	[135-1]	0	Q9BZ01	1	6.6	1.1	0.0019	20761.9	HOMO SAPIENS	FRG1B_HUMAN Protein FRG1B 
negative	hIP106-1	[136]		Q9Y295	2	5.7	1.46	0.00027	40542.5	HOMO SAPIENS	DRG1_HUMAN Developmentally-regulated GTP-binding protein 1 
negative	hIP106-1	[137]		O43143	1	1.4	2.39	0.00021	90933.6	HOMO SAPIENS	DHX15_HUMAN Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 
negative	hIP106-1	[138]		P62753	3	17.7	0.94	0.0042	28680.9	HOMO SAPIENS	RS6_HUMAN 40S ribosomal protein S6 
negative	hIP106-1	[139]		O95218	1	3.3	2.31	9e-06	37404.7	HOMO SAPIENS	ZRAB2_HUMAN Zinc finger Ran-binding domain-containing protein 2 
negative	hIP106-1	[140]		P46781	2	8.8	1.37	0.0011	22591.6	HOMO SAPIENS	RS9_HUMAN 40S ribosomal protein S9 
