gene_id1	gene_id2	complex_id	complex_name
4691	6175	3055	Nop56p-associated pre-rRNA complex
4691	6176	3055	Nop56p-associated pre-rRNA complex
4691	6181	3055	Nop56p-associated pre-rRNA complex
4691	6187	3055	Nop56p-associated pre-rRNA complex
4691	6189	3055	Nop56p-associated pre-rRNA complex
4691	6194	3055	Nop56p-associated pre-rRNA complex
4691	6201	3055	Nop56p-associated pre-rRNA complex
4691	6202	3055	Nop56p-associated pre-rRNA complex
4691	6203	3055	Nop56p-associated pre-rRNA complex
4691	6205	3055	Nop56p-associated pre-rRNA complex
4691	6206	3055	Nop56p-associated pre-rRNA complex
4691	6207	3055	Nop56p-associated pre-rRNA complex
4691	6208	3055	Nop56p-associated pre-rRNA complex
4691	6209	3055	Nop56p-associated pre-rRNA complex
4691	6210	3055	Nop56p-associated pre-rRNA complex
4691	6217	3055	Nop56p-associated pre-rRNA complex
4691	6218	3055	Nop56p-associated pre-rRNA complex
4691	6222	3055	Nop56p-associated pre-rRNA complex
4691	6228	3055	Nop56p-associated pre-rRNA complex
4691	6229	3055	Nop56p-associated pre-rRNA complex
4691	6235	3055	Nop56p-associated pre-rRNA complex
4691	6727	3055	Nop56p-associated pre-rRNA complex
4691	6732	3055	Nop56p-associated pre-rRNA complex
4691	6829	1191	RNA pol II containing coactivator complex Tat-SF
4691	6949	3055	Nop56p-associated pre-rRNA complex
4691	7088	1729	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
4691	7088	3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
4691	7150	3055	Nop56p-associated pre-rRNA complex
4691	7155	1729	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
4691	7155	3135	TLE1 corepressor complex (MASH1 promoter-corepressor complex)
4691	7284	3055	Nop56p-associated pre-rRNA complex
4691	7307	3055	Nop56p-associated pre-rRNA complex
4691	7846	3055	Nop56p-associated pre-rRNA complex
4691	8342	3055	Nop56p-associated pre-rRNA complex
4691	8971	3055	Nop56p-associated pre-rRNA complex
4691	9045	3055	Nop56p-associated pre-rRNA complex
4691	9188	3055	Nop56p-associated pre-rRNA complex
4691	9221	3055	Nop56p-associated pre-rRNA complex
4691	9349	3055	Nop56p-associated pre-rRNA complex
4691	51602	3055	Nop56p-associated pre-rRNA complex
4691	51631	3055	Nop56p-associated pre-rRNA complex
4691	53981	2599	POLR2A-CCNT1-CDK9-NCL-LEM6-CPSF2 complex
4691	54487	3078	DGCR8-NCL complex
4691	54487	3082	DGCR8 multiprotein complex
4691	55131	3055	Nop56p-associated pre-rRNA complex
4691	55299	3055	Nop56p-associated pre-rRNA complex
4691	55646	3055	Nop56p-associated pre-rRNA complex
4691	55681	3055	Nop56p-associated pre-rRNA complex
4691	81027	3055	Nop56p-associated pre-rRNA complex
4694	4695	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4696	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4696	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4694	4697	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4698	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4700	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4700	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4694	4701	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4702	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4702	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4694	4704	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4704	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4694	4705	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4705	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4694	4706	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4707	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4708	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4709	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4710	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4711	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4712	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4713	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4714	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4715	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4716	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4717	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4717	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4694	4718	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4719	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4720	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4722	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4723	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4724	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4725	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4725	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4694	4726	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4728	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4729	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	4731	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	7189	2939	Ecsit complex (ECSIT, MT-CO2, NDUFA1, MT-ND1, TRAF6, NDUFAF1)
4694	51079	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	51103	2939	Ecsit complex (ECSIT, MT-CO2, NDUFA1, MT-ND1, TRAF6, NDUFAF1)
4694	51295	2939	Ecsit complex (ECSIT, MT-CO2, NDUFA1, MT-ND1, TRAF6, NDUFAF1)
4694	54539	178	Respiratory chain complex I (holoenzyme), mitochondrial
4694	55967	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4696	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4697	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4698	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4698	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	4700	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4700	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4695	4700	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4701	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4701	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	4702	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4704	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4704	2903	Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial
4695	4704	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4695	4704	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4705	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4706	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4707	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4708	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4709	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4710	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4711	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4712	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4712	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4713	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4714	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4715	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4716	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4717	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4718	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4719	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4719	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	4720	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4720	2903	Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial
4695	4720	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4695	4720	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4720	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	4722	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4722	2903	Respiratory chain complex I (intermediate V/380kD and VI/480kD), mitochondrial
4695	4722	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4695	4722	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4722	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	4723	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4723	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	4724	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4724	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4695	4724	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4724	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	4725	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4725	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4695	4725	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4726	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4726	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	4728	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4728	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	4729	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4729	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4695	4729	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4729	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	4731	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	4731	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	51079	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	51079	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4695	54539	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	55967	178	Respiratory chain complex I (holoenzyme), mitochondrial
4695	55967	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4696	4697	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4698	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4700	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4700	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4696	4701	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4702	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4702	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4696	4704	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4704	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4696	4705	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4705	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4696	4706	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4707	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4708	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4709	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4710	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4711	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4712	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4713	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4714	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4715	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4716	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4717	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4717	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4696	4718	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4719	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4720	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4722	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4723	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4724	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4725	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4725	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4696	4726	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4728	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4729	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	4731	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	51079	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	54539	178	Respiratory chain complex I (holoenzyme), mitochondrial
4696	55967	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4698	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4700	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4701	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4702	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4704	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4705	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4706	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4706	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4707	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4707	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4708	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4708	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4709	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4709	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4710	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4710	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4711	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4711	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4712	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4712	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4713	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4713	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4714	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4714	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4715	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4715	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4716	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4716	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4717	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4718	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4718	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	4719	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4720	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4722	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4723	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4724	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4725	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4726	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4728	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4729	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	4731	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	51079	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	54539	178	Respiratory chain complex I (holoenzyme), mitochondrial
4697	54539	2914	Respiratory chain complex I (beta subunit) mitochondrial
4697	55967	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4700	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4701	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4701	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	4702	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4704	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4705	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4706	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4707	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4708	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4709	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4710	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4711	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4712	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4713	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4714	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4715	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4716	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4717	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4718	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4719	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4719	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	4720	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4720	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	4722	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4722	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	4723	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4723	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	4724	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4724	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	4725	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4726	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4726	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	4728	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4728	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	4729	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4729	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	4731	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	4731	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	51079	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	51079	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4698	54539	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	55967	178	Respiratory chain complex I (holoenzyme), mitochondrial
4698	55967	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4700	4701	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4702	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4702	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4700	4704	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4704	2884	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial
4700	4704	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4700	4704	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4704	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4700	4705	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4705	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4700	4706	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4707	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4708	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4709	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4710	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4711	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4712	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4712	2884	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial
4700	4712	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4713	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4714	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4715	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4716	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4717	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4717	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4700	4718	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4719	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4720	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4720	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4700	4720	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4722	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4722	2884	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial
4700	4722	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4700	4722	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4723	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4724	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4724	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4700	4724	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4725	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4725	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4700	4725	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4725	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4700	4726	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4728	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4729	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4729	2904	Respiratory chain complex I (intermediate VII/650kD), mitochondrial
4700	4729	2905	Respiratory chain complex I (holoenzyme), mitochondrial
4700	4731	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	51079	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	51103	2884	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial
4700	54539	178	Respiratory chain complex I (holoenzyme), mitochondrial
4700	55967	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4702	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4704	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4705	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4706	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4707	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4708	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4709	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4710	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4711	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4712	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4713	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4714	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4715	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4716	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4717	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4718	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4719	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4719	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4701	4720	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4720	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4701	4722	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4722	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4701	4723	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4723	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4701	4724	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4724	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4701	4725	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4726	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4726	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4701	4728	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4728	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4701	4729	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4729	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4701	4731	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	4731	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4701	51079	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	51079	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4701	54539	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	55967	178	Respiratory chain complex I (holoenzyme), mitochondrial
4701	55967	2920	Respiratory chain complex I (lambda subunit) mitochondrial
4702	4704	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4704	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4702	4705	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4705	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4702	4706	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4707	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4708	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4709	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4710	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4711	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4712	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4713	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4714	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4715	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4716	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4717	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4717	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4702	4718	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4719	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4720	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4722	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4723	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4724	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4725	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4725	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4702	4726	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4728	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4729	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	4731	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	51079	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	54539	178	Respiratory chain complex I (holoenzyme), mitochondrial
4702	55967	178	Respiratory chain complex I (holoenzyme), mitochondrial
4704	4705	178	Respiratory chain complex I (holoenzyme), mitochondrial
4704	4705	2919	Respiratory chain complex I (gamma subunit) mitochondrial
4704	4705	2948	Respiratory chain complex I (incomplete intermediate), mitochondrial
4704	4706	178	Respiratory chain complex I (holoenzyme), mitochondrial
4704	4707	178	Respiratory chain complex I (holoenzyme), mitochondrial
4704	4708	178	Respiratory chain complex I (holoenzyme), mitochondrial
4704	4709	178	Respiratory chain complex I (holoenzyme), mitochondrial
4704	4710	178	Respiratory chain complex I (holoenzyme), mitochondrial
4704	4711	178	Respiratory chain complex I (holoenzyme), mitochondrial
4704	4712	178	Respiratory chain complex I (holoenzyme), mitochondrial
4704	4712	2884	Respiratory chain complex I (early intermediate NDUFAF1 assembly), mitochondrial
