Entry	Entry name	Status	Protein names	Gene names	Organism	Length
P06210	POLG_POL2L	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Poliovirus type 2 (strain Lansing)	2207
P23069	POLG_POL2W	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Poliovirus type 2 (strain W-2)	2205
P06209	POLG_POL32	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Poliovirus type 3 (strain 23127)	2206
P03302	POLG_POL3L	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Poliovirus type 3 (strains P3/Leon/37 and P3/Leon 12A[1]B)	2206
P16604	POLG_SVDVH	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Swine vesicular disease virus (strain H/3 '76) (SVDV)	2185
P13900	POLG_SVDVU	reviewed	Genome polyprotein [Cleaved into: Protein VP0 (VP4-VP2); Protein VP4 (P1A) (Virion protein 4); Protein VP2 (P1B) (Virion protein 2); Protein VP3 (P1C) (Virion protein 3); Protein VP1 (P1D) (Virion protein 1); Picornain 2A (P2A) (Protein 2A) (EC 3.4.22.29); Protein 2B (P2B); Protein 2C (P2C) (EC 3.6.1.15); Protein 3A (P3A); Protein 3B (P3B) (VPg); Picornain 3C (EC 3.4.22.28) (Protease 3C) (P3C); RNA-directed RNA polymerase 3D-POL (P3D-POL) (EC 2.7.7.48)]		Swine vesicular disease virus (strain UKG/27/72) (SVDV)	2185
P25787	PSA2_HUMAN	reviewed	Proteasome subunit alpha type-2 (EC 3.4.25.1) (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)	PSMA2 HC3 PSC3	Homo sapiens (Human)	234
O95197	RTN3_HUMAN	reviewed	Reticulon-3 (Homolog of ASY protein) (HAP) (Neuroendocrine-specific protein-like 2) (NSP-like protein 2) (Neuroendocrine-specific protein-like II) (NSP-like protein II) (NSPLII)	RTN3 ASYIP NSPL2	Homo sapiens (Human)	1032
P16949	STMN1_HUMAN	reviewed	Stathmin (Leukemia-associated phosphoprotein p18) (Metablastin) (Oncoprotein 18) (Op18) (Phosphoprotein p19) (pp19) (Prosolin) (Protein Pr22) (pp17)	STMN1 C1orf215 LAP18 OP18	Homo sapiens (Human)	149
P35269	T2FA_HUMAN	reviewed	General transcription factor IIF subunit 1 (General transcription factor IIF 74 kDa subunit) (Transcription initiation factor IIF subunit alpha) (TFIIF-alpha) (Transcription initiation factor RAP74)	GTF2F1 RAP74	Homo sapiens (Human)	517
P48643	TCPE_HUMAN	reviewed	T-complex protein 1 subunit epsilon (TCP-1-epsilon) (CCT-epsilon)	CCT5 CCTE KIAA0098	Homo sapiens (Human)	541
P13693	TCTP_HUMAN	reviewed	Translationally-controlled tumor protein (TCTP) (Fortilin) (Histamine-releasing factor) (HRF) (p23)	TPT1	Homo sapiens (Human)	172
