Entry	Entry name	Status	Protein names	Gene names	Organism	Length
C0NHU8	C0NHU8_AJECG	unreviewed	Putative uncharacterized protein	HCBG_02920	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	419
C0NHV2	C0NHV2_AJECG	unreviewed	Copper transporter	HCBG_02924	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	191
C0NHV4	C0NHV4_AJECG	unreviewed	Acyl-protein thioesterase	HCBG_02926	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	230
C0NHW1	C0NHW1_AJECG	unreviewed	Putative uncharacterized protein	HCBG_02933	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	187
C0NHW7	C0NHW7_AJECG	unreviewed	Predicted protein	HCBG_02939	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	148
C0NI01	C0NI01_AJECG	unreviewed	Predicted protein	HCBG_02973	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	139
C0NI03	C0NI03_AJECG	unreviewed	Spermidine synthase	HCBG_02975	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	292
C0NI13	C0NI13_AJECG	unreviewed	Vacuolar ATP synthase proteolipid subunit	HCBG_02985	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	932
C0NI17	C0NI17_AJECG	unreviewed	Predicted protein	HCBG_02989	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	745
C0NI29	C0NI29_AJECG	unreviewed	Predicted protein	HCBG_03001	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	263
C0NI30	C0NI30_AJECG	unreviewed	FAD binding domain-containing protein	HCBG_03002	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	535
C0NI51	C0NI51_AJECG	unreviewed	FAD binding domain-containing protein	HCBG_03023	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	449
C0NI52	C0NI52_AJECG	unreviewed	Predicted protein	HCBG_03024	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	116
C0NI55	C0NI55_AJECG	unreviewed	4-hydroxyphenylpyruvate dioxygenase	HCBG_03027	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	402
C0NI71	C0NI71_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03043	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	279
C0NI83	C0NI83_AJECG	unreviewed	Predicted protein	HCBG_03055	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	102
C0NI90	C0NI90_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03062	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	96
C0NI93	C0NI93_AJECG	unreviewed	Putative uncharacterized protein	HCBG_03065	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	528
C0NII5	C0NII5_AJECG	unreviewed	Fungal specific transcription factor domain-containing protein	HCBG_02242	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	800
C0NII6	C0NII6_AJECG	unreviewed	Sphingosine N-acyltransferase lag1	HCBG_02243	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	468
C0NIJ6	C0NIJ6_AJECG	unreviewed	Putative uncharacterized protein	HCBG_02253	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	317
C0NIJ8	C0NIJ8_AJECG	unreviewed	Putative uncharacterized protein	HCBG_02255	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	330
C0NIK1	C0NIK1_AJECG	unreviewed	Predicted protein	HCBG_02258	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	100
C0NIK3	C0NIK3_AJECG	unreviewed	pH-response regulator protein palA/RIM20	HCBG_02260	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	937
C0NIL1	C0NIL1_AJECG	unreviewed	Putative uncharacterized protein	HCBG_02268	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	421
C0NIL2	C0NIL2_AJECG	unreviewed	DNA mismatch repair protein	HCBG_02269	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	994
C0NIM4	C0NIM4_AJECG	unreviewed	Glutamate dehydrogenase	HCBG_02281	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	460
C0NIM7	C0NIM7_AJECG	unreviewed	Putative uncharacterized protein	HCBG_02284	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	131
C0NIN3	C0NIN3_AJECG	unreviewed	Predicted protein	HCBG_02290	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	218
C0NIN7	C0NIN7_AJECG	unreviewed	Predicted protein	HCBG_02294	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	123
C0NIN8	C0NIN8_AJECG	unreviewed	Cytochrome d8-PA	HCBG_02295	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	553
C0NIN9	C0NIN9_AJECG	unreviewed	Mitochondrial folate transporter/carrier	HCBG_02296	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	420
C0NIP1	C0NIP1_AJECG	unreviewed	Putative uncharacterized protein	HCBG_02298	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	406
C0NIP4	C0NIP4_AJECG	unreviewed	N-glycosyl-transferase	HCBG_02301	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	393
C0NIP7	C0NIP7_AJECG	unreviewed	Peroxisomal-coenzyme A synthetase	HCBG_02304	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	513
C0NIQ2	C0NIQ2_AJECG	unreviewed	Putative uncharacterized protein	HCBG_02309	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	302
C0NNZ3	C0NNZ3_AJECG	unreviewed	Predicted protein	HCBG_04873	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	102
C0NNZ9	C0NNZ9_AJECG	unreviewed	Predicted protein	HCBG_04879	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	110
C0NP07	C0NP07_AJECG	unreviewed	Predicted protein	HCBG_04887	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	111
C0NP12	C0NP12_AJECG	unreviewed	Male sterility protein	HCBG_04892	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	816
C0NP15	C0NP15_AJECG	unreviewed	Pantoate-beta-alanine ligase	HCBG_04895	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	363
C0NP24	C0NP24_AJECG	unreviewed	Putative uncharacterized protein	HCBG_04904	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	523
C0NP27	C0NP27_AJECG	unreviewed	Predicted protein	HCBG_04907	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	112
C0NP32	C0NP32_AJECG	unreviewed	DUF221 domain-containing protein	HCBG_04912	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	889
C0NP40	C0NP40_AJECG	unreviewed	Vacuolar H+/Ca2+ exchanger	HCBG_04920	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	572
C0NP42	C0NP42_AJECG	unreviewed	Predicted protein	HCBG_04922	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	101
C0NP46	C0NP46_AJECG	unreviewed	Putative uncharacterized protein	HCBG_04926	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	997
C0NPD0	C0NPD0_AJECG	unreviewed	Glutathione S-transferase	HCBG_05010	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	396
C0NPS5	C0NPS5_AJECG	unreviewed	Putative uncharacterized protein	HCBG_05155	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	748
C0NPT8	C0NPT8_AJECG	unreviewed	ATP-dependent DNA helicase	HCBG_05168	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	782
C0NPT9	C0NPT9_AJECG	unreviewed	Predicted protein	HCBG_05169	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	222
C0NPU0	C0NPU0_AJECG	unreviewed	Predicted protein	HCBG_05170	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	171
C0NPV4	C0NPV4_AJECG	unreviewed	Predicted protein	HCBG_05184	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	231
C0NPV7	C0NPV7_AJECG	unreviewed	Predicted protein	HCBG_05187	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	110
C0NPX0	C0NPX0_AJECG	unreviewed	NADH-ubiquinone oxidoreductase	HCBG_05200	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	87
C0NPY2	C0NPY2_AJECG	unreviewed	Putative uncharacterized protein	HCBG_05212	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	194
C0NPZ3	C0NPZ3_AJECG	unreviewed	Putative uncharacterized protein	HCBG_05223	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	746
C0NQ03	C0NQ03_AJECG	unreviewed	Toxin-insensitive protein	HCBG_05233	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	450
C0NQ20	C0NQ20_AJECG	unreviewed	Mitogen-activated protein kinase	HCBG_05250	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	335
C0NQ27	C0NQ27_AJECG	unreviewed	Putative uncharacterized protein	HCBG_05257	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	224
C0NQ28	C0NQ28_AJECG	unreviewed	Putative uncharacterized protein	HCBG_05258	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	393
C0NQ32	C0NQ32_AJECG	unreviewed	Predicted protein	HCBG_05262	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	278
C0NQ46	C0NQ46_AJECG	unreviewed	Urea transporter	HCBG_05276	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	418
C0NQ54	C0NQ54_AJECG	unreviewed	Predicted protein	HCBG_05642	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	292
C0NTW2	C0NTW2_AJECG	unreviewed	Putative uncharacterized protein	HCBG_06592	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	490
C0NTW3	C0NTW3_AJECG	unreviewed	Putative uncharacterized protein	HCBG_06593	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	239
C0NU67	C0NU67_AJECG	unreviewed	Predicted protein	HCBG_06898	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	256
C0NU93	C0NU93_AJECG	unreviewed	Predicted protein	HCBG_06924	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	110
C0NUD2	C0NUD2_AJECG	unreviewed	Phosphoprotein phosphatase A	HCBG_06963	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	617
C0NUM8	C0NUM8_AJECG	unreviewed	Predicted protein	HCBG_07059	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	200
C0NUP3	C0NUP3_AJECG	unreviewed	Predicted protein	HCBG_06657	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	481
C0NUS3	C0NUS3_AJECG	unreviewed	Putative uncharacterized protein	HCBG_06687	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1001
C0NW46	C0NW46_AJECG	unreviewed	pH-response transcription factor pacC/RIM101	HCBG_07376	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	764
C0NW79	C0NW79_AJECG	unreviewed	Putative uncharacterized protein	HCBG_07409	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	289
C0NW97	C0NW97_AJECG	unreviewed	50S ribosomal protein L30	HCBG_07427	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	348
C0NWA0	C0NWA0_AJECG	unreviewed	Putative uncharacterized protein	HCBG_07430	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	476
C0NWA8	C0NWA8_AJECG	unreviewed	Putative uncharacterized protein	HCBG_07438	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	130
C0NWB5	C0NWB5_AJECG	unreviewed	Predicted protein	HCBG_07445	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	121
C0NWB8	C0NWB8_AJECG	unreviewed	Glucosyltransferase Alg8	HCBG_07448	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	504
C0NWD1	C0NWD1_AJECG	unreviewed	Polyphosphoinositide phosphatase Fig4	HCBG_07461	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	995
C0NWE7	C0NWE7_AJECG	unreviewed	Predicted protein	HCBG_07477	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	201
C0NWE9	C0NWE9_AJECG	unreviewed	Predicted protein	HCBG_07479	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	465
C0NWF3	C0NWF3_AJECG	unreviewed	Predicted protein	HCBG_07483	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	89
C0NWF4	C0NWF4_AJECG	unreviewed	DHHC zinc finger membrane protein	HCBG_07484	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	540
C0NWF7	C0NWF7_AJECG	unreviewed	Putative uncharacterized protein	HCBG_07487	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1931
C0NWF8	C0NWF8_AJECG	unreviewed	Putative uncharacterized protein	HCBG_07488	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	334
C0NWF9	C0NWF9_AJECG	unreviewed	Predicted protein	HCBG_07489	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	127
C0NWG4	C0NWG4_AJECG	unreviewed	Predicted protein	HCBG_07494	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	102
C0NWH7	C0NWH7_AJECG	unreviewed	Acetyltransferase	HCBG_07507	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	207
C0NWL6	C0NWL6_AJECG	unreviewed	Putative uncharacterized protein	HCBG_07546	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	796
C0NY78	C0NY78_AJECG	unreviewed	Pyruvate dehydrogenase	HCBG_07872	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	405
C0NZ86	C0NZ86_AJECG	unreviewed	Putative uncharacterized protein	HCBG_08466	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	299
C0NZA3	C0NZA3_AJECG	unreviewed	Pre-rRNA processing protein Utp22	HCBG_08483	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1110
C0NZN2	C0NZN2_AJECG	unreviewed	Predicted protein	HCBG_08612	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	164
C0P0S8	C0P0S8_AJECG	unreviewed	Predicted protein	HCBG_09008	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	252
C0NB29	C0NB29_AJECG	unreviewed	Zinc knuckle domain-containing protein	HCBG_00325	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	217
C0NB39	C0NB39_AJECG	unreviewed	Arrestin	HCBG_00335	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	594
C0NB41	C0NB41_AJECG	unreviewed	Rhodocoxin reductase	HCBG_00337	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1133
C0NB44	C0NB44_AJECG	unreviewed	Putative uncharacterized protein	HCBG_00340	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	426
C0NB54	C0NB54_AJECG	unreviewed	Predicted protein	HCBG_00350	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	169
C0NB59	C0NB59_AJECG	unreviewed	Putative uncharacterized protein	HCBG_00355	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	777
C0NB62	C0NB62_AJECG	unreviewed	DUF1716 domain-containing protein	HCBG_00358	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	583
C0NB70	C0NB70_AJECG	unreviewed	Putative uncharacterized protein	HCBG_00366	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	534
C0NB75	C0NB75_AJECG	unreviewed	Cystathionine gamma-synthase	HCBG_00371	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	402
C0NB92	C0NB92_AJECG	unreviewed	Putative uncharacterized protein	HCBG_00388	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	329
C0NB99	C0NB99_AJECG	unreviewed	Putative uncharacterized protein	HCBG_00395	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	574
C0NBB2	C0NBB2_AJECG	unreviewed	Exonuclease	HCBG_00408	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	292
C0NBB4	C0NBB4_AJECG	unreviewed	Putative uncharacterized protein	HCBG_00410	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	957
C0NBB6	C0NBB6_AJECG	unreviewed	Predicted protein	HCBG_00412	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	218
C0NBC3	C0NBC3_AJECG	unreviewed	SH3 domain-containing protein	HCBG_00419	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	403
C0NBC4	C0NBC4_AJECG	unreviewed	Epsin N-terminal homology-containing protein	HCBG_00420	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	541
C0NBC6	C0NBC6_AJECG	unreviewed	Ras GTPase-activating-like protein rng2	HCBG_00422	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	1662
C0NBD0	C0NBD0_AJECG	unreviewed	40S ribosomal protein S21	HCBG_00426	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	88
C0NBD7	C0NBD7_AJECG	unreviewed	Monocarboxylate permease-like protein	HCBG_00433	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	541
C0NBD8	C0NBD8_AJECG	unreviewed	Predicted protein	HCBG_00434	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	142
C0NBE2	C0NBE2_AJECG	unreviewed	Predicted protein	HCBG_00438	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	172
C0NBE3	C0NBE3_AJECG	unreviewed	Carboxypeptidase	HCBG_00439	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	620
C0NBE5	C0NBE5_AJECG	unreviewed	Predicted protein	HCBG_00441	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	124
C0NBE9	C0NBE9_AJECG	unreviewed	Putative uncharacterized protein	HCBG_00445	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	704
C0NBG6	C0NBG6_AJECG	unreviewed	Predicted protein	HCBG_00462	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	112
C0NHI3	C0NHI3_AJECG	unreviewed	Peroxisomal D3,D2-enoyl-CoA isomerase	HCBG_02805	Ajellomyces capsulata (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) (Darling's disease fungus) (Histoplasma capsulatum)	297
